,yaw,pitch,roll,x,y,z,acc_x,acc_y,acc_z,omega_x,omega_y,omega_z
57,-2.2219353071795864,-0.0,-0.0,-3.030463684120788,-3.976969934413016,-4.440892098500626e-16,-0.42198960895161325,0.04926258535760593,0.0,0.0,0.0,0.28500000000000003
58,-2.078185307179586,-0.0,-0.0,-2.429484161944689,-4.370080858160397,2.220446049250313e-16,-0.4212865747177553,0.04990213037950238,0.0,0.0,0.0,0.29000000000000004
59,-1.931935307179586,-0.0,-0.0,-1.7666998633519568,-4.677474916323141,4.440892098500626e-16,-0.43279750305427267,0.04316570890762469,0.0,0.0,0.0,0.29500000000000004
60,-1.783185307179586,-0.0,-0.0,-1.0539789971538984,-4.887650588325485,-4.440892098500626e-16,-0.4484846966911693,0.02855694676149931,0.0,0.0,0.0,0.3
61,-1.6319353071795861,-0.0,-0.0,-0.3055044908683005,-4.990657973259569,0.0,-0.471335633608407,0.04198342127938038,0.0,0.0,0.0,0.30500000000000005
62,-1.4781853071795854,0.0,-0.0,0.4623934599760429,-4.978573318549339,8.881784197001252e-16,-0.47521033551981384,0.04301848364282686,0.0,0.0,0.0,0.31
63,-1.3219353071795865,0.0,-0.0,1.2315011338734396,-4.845967907164515,0.0,-0.49980094394965097,0.05205210583219255,0.0,0.0,0.0,0.31500000000000006
64,-1.1631853071795852,0.0,-0.0,1.9820860446796122,-4.5903523733463345,4.440892098500626e-16,-0.499534272767347,0.041333078162911804,0.0,0.0,0.0,0.32
65,-1.0019353071795862,0.0,-0.0,2.69336395109418,-4.212575296293984,-2.220446049250313e-16,-0.5417601173730808,0.04768854501235055,0.0,0.0,0.0,0.325
66,-0.838185307179586,0.0,-0.0,3.3440651230463248,-3.717153272710875,0.0,-0.5229742932983807,0.06178090330484342,0.0,0.0,0.0,0.33
67,-0.6719353071795862,0.0,-0.0,3.913092000620526,-3.1125087943136243,1.1102230246251565e-16,-0.570300033366754,0.07831289063148517,0.0,0.0,0.0,0.335
68,-0.5031853071795851,0.0,-0.0,4.380254974051119,-2.411092358724658,-1.1102230246251565e-16,-0.5756554851803548,0.04037427543014729,0.0,0.0,0.0,0.34
69,-0.3319353071795863,0.0,-0.0,4.727067247305014,-1.6293665147707566,2.7755575615628914e-16,-0.6083928700175852,0.05900260601239285,0.0,0.0,0.0,0.34500000000000003
70,-0.15818530717958623,0.0,-0.0,4.9375738564953044,-0.7876321550407149,-1.249000902703301e-16,-0.6036865782561852,0.03668506562637132,0.0,0.0,0.0,0.35
71,-3.1235279607693878,-0.0,-0.0,4.999184189369125,0.09031855159248418,3.7155608451078237e-16,-0.644387659358698,0.03422049527551398,0.0,0.0,0.0,0.35500000000000004
72,-2.9447779607693803,-0.0,-0.0,4.903472138271087,0.9777325755027173,5.134781488891349e-16,-0.6388130868192413,0.055546052025992075,0.0,0.0,0.0,0.36
73,-2.763527960769381,-0.0,-0.0,4.646903705298758,1.8456126228655558,2.7755575615628914e-16,-0.6679557795863807,0.035685094604710234,0.0,0.0,0.0,0.36500000000000005
74,-2.579777960769379,-0.0,-0.0,4.231448883555179,2.6636141510848828,3.3306690738754696e-16,-0.6708354080808953,0.05721650852944814,0.0,0.0,0.0,0.37
75,-2.39352796076938,-0.0,-0.0,3.6650333909905224,3.401107208384428,2.220446049250313e-16,-0.6981161115617865,0.05961495677310876,0.0,0.0,0.0,0.375
76,-2.2047779607693787,-0.0,-0.0,2.961786746253201,4.028376753696069,6.661338147750939e-16,-0.7197978590697333,0.051497475228636964,0.0,0.0,0.0,0.38
77,-2.0135279607693803,-0.0,-0.0,2.1420466161621246,4.517923892031426,4.440892098500626e-16,-0.7367251810240806,0.036690051689191,0.0,0.0,0.0,0.385
78,-1.819777960769379,-0.0,-0.0,1.2320856182278865,4.84581933519565,4.440892098500626e-16,-0.7776454709207172,0.04466897368536578,0.0,0.0,0.0,0.39
79,-1.6235279607693798,-0.0,-0.0,0.26353599776655334,4.993050047604289,-8.881784197001252e-16,-0.7850656972949909,0.053974671431549964,0.0,0.0,0.0,0.395
80,-1.4247779607693793,0.0,-0.0,-0.7275001690430677,4.94679123311691,-4.440892098500626e-16,-0.799289250948781,0.031544125071357204,0.0,0.0,0.0,0.4
81,-1.2235279607693794,0.0,-0.0,-1.701652544543784,4.701529391341467,0.0,-0.8244998042716281,0.04465708742086681,0.0,0.0,0.0,0.40499999999999997
82,-1.0197779607693784,0.0,-0.0,-2.617775698791763,4.259958965860504,4.440892098500626e-16,-0.8494104075125899,0.061209293466898664,0.0,0.0,0.0,0.41000000000000003
83,-0.8135279607693775,0.0,-0.0,-3.4346944529816072,3.633575926639952,-2.220446049250313e-16,-0.8671238537694105,0.048494392184995565,0.0,0.0,0.0,0.41500000000000004
84,-0.6047779607693791,0.0,-0.0,-4.113141824249502,2.8428971725353485,0.0,-0.867745899495279,0.0355926244976614,0.0,0.0,0.0,0.42000000000000004
85,-0.39352796076937935,0.0,-0.0,-4.617810084442589,1.9172454261310226,5.551115123125783e-17,-0.9172159645909875,0.061016640936285525,0.0,0.0,0.0,0.425
86,-0.17977796076937835,0.0,-0.0,-4.919417100620456,0.894055585589074,4.163336342344337e-17,-0.9134411275552534,0.055869230937664674,0.0,0.0,0.0,0.43
87,-3.1051206143591696,-0.0,-0.0,-4.996674844506576,-0.1823197692933618,1.0148132334464322e-16,-0.9349031260584921,0.05078780627401192,0.0,0.0,0.0,0.43500000000000005
88,-2.8863706143591714,-0.0,-0.0,-4.838036317294938,-1.2623013081412993,-2.498001805406602e-16,-0.9774659369514798,0.06462344293931663,0.0,0.0,0.0,0.44000000000000006
89,-2.665120614359171,-0.0,-0.0,-4.4430926911329065,-2.293235124883915,4.440892098500626e-16,-0.9917716946143236,0.05360443874103251,0.0,0.0,0.0,0.445
90,-2.441370614359173,-0.0,-0.0,-3.8234956341606736,-3.221937481633415,-6.661338147750939e-16,-1.011927427532925,0.0642985543003992,0.0,0.0,0.0,0.45
91,-2.215120614359172,-0.0,-0.0,-3.003291698277221,-3.9975291087194256,0.0,-1.0297933141659321,0.041001569880619884,0.0,0.0,0.0,0.45499999999999996
92,-1.9863706143591708,-0.0,-0.0,-2.0185770189609737,-4.574423113193907,-4.440892098500626e-16,-1.0698798303965704,0.038899667293405264,0.0,0.0,0.0,0.4600000000000001
93,-1.7551206143591713,-0.0,-0.0,-0.9164115466834248,-4.915301605914462,-4.440892098500626e-16,-1.1016189640664886,0.03881288850996206,0.0,0.0,0.0,0.465
94,-1.5213706143591725,0.0,-0.0,0.24702795603061806,-4.993893990558804,0.0,-1.1031880185997998,0.05886392154217357,0.0,0.0,0.0,0.47000000000000003
95,-1.2851206143591725,0.0,-0.0,1.4090292118613896,-4.797357260004853,-4.440892098500626e-16,-1.1266093771845445,0.05055518627333718,0.0,0.0,0.0,0.475
96,-1.0463706143591731,0.0,-0.0,2.503579886353956,-4.328058196540791,-4.440892098500626e-16,-1.1328410691086988,0.056416706253950094,0.0,0.0,0.0,0.4800000000000001
97,-0.805120614359172,0.0,-0.0,3.4651214372717387,-3.6045711846154234,-4.440892098500626e-16,-1.1652196616422252,0.0624120488155555,0.0,0.0,0.0,0.48500000000000004
98,-0.5613706143591716,0.0,-0.0,4.232631319956987,-2.6617347931976942,1.1102230246251565e-16,-1.19296482746038,0.038240384740064755,0.0,0.0,0.0,0.49000000000000005
99,-0.3151206143591719,0.0,-0.0,4.7537950184149835,-1.549655743348466,8.326672684688674e-17,-1.225666340365821,0.061403371993368164,0.0,0.0,0.0,0.495
